"","word_target","word","relation","n"
"757","Vimes","saved","nsubj",1
"758","Vimes","says.\'\'Yes","nsubj",1
"759","Vimes","scanned","nsubj",1
"760","Vimes","scooped","nsubj",1
"761","Vimes","scrambled","nsubj",1
"762","Vimes","screamed","nsubj",1
"763","Vimes","seemed","nsubj",1
"764","Vimes","sensed","nsubj",1
"765","Vimes","shifted","nsubj",1
"766","Vimes","shivered","nsubj",1
"767","Vimes","shot","nsubj",1
"768","Vimes","shouldered","nsubj",1
"769","Vimes","shut","nsubj",1
"770","Vimes","sitting","nsubj",1
"771","Vimes","skidded","nsubj",1
"772","Vimes","slammed","nsubj",1
"773","Vimes","slipped","nsubj",1
"774","Vimes","slowed","nsubj",1
"775","Vimes","snored","nsubj",1
"776","Vimes","spoke","nsubj",1
"777","Vimes","stalked","nsubj",1
"778","Vimes","stiffened","nsubj",1
"779","Vimes","stolidly.\'Oh","nsubj",1
"780","Vimes","stop","nsubj",1
"781","Vimes","stretched","nsubj",1
"782","Vimes","stumbled","nsubj",1
"783","Vimes","sucked","nsubj",1
"784","Vimes","suppose","nsubj",1
"785","Vimes","supposed","nsubj",1
"786","Vimes","surfaced","nsubj",1
"787","Vimes","swayed","nsubj",1
"788","Vimes","take","nsubj",1
"789","Vimes","taken","nsubj",1
"790","Vimes","taking","nsubj",1
"791","Vimes","talked","nsubj",1
"792","Vimes","tensed","nsubj",1
"793","Vimes","thinking","nsubj",1
"794","Vimes","thinks","nsubj",1
"795","Vimes","thinks—","nsubj",1
"796","Vimes","thrashed","nsubj",1
"797","Vimes","touched","nsubj",1
"798","Vimes","trailing","nsubj",1
"799","Vimes","translated","nsubj",1
"800","Vimes","treated","nsubj",1
"801","Vimes","trudged","nsubj",1
"802","Vimes","twisted","nsubj",1
"803","Vimes","unclasped","nsubj",1
"804","Vimes","underlined","nsubj",1
"805","Vimes","understands","nsubj",1
"806","Vimes","undid","nsubj",1
"807","Vimes","undipped","nsubj",1
"808","Vimes","used","nsubj",1
"809","Vimes","vibrating","nsubj",1
"810","Vimes","volunteered","nsubj",1
"811","Vimes","waded","nsubj",1
"812","Vimes","wait","nsubj",1
"813","Vimes","waited","nsubj",1
"814","Vimes","walk","nsubj",1
"815","Vimes","wanted","nsubj",1
"816","Vimes","wants","nsubj",1
"817","Vimes","washed","nsubj",1
"818","Vimes","weakly.\'Commander","nsubj",1
"819","Vimes","were","nsubj",1
"820","Vimes","will","nsubj",1
"821","Vimes","winced","nsubj",1
"822","Vimes","wish","nsubj",1
"823","Vimes","worn","nsubj",1
"824","Vimes","yawned","nsubj",1
"825","Vimes","yelled","nsubj",1
